task_id,record_type,strategy,alpha,one_minus_alpha,alpha_start,alpha_end,schedule,graph_family,n,p,graph_seed,init_id,init_seed,device_seed,initial_parameters,final_parameters,final_cvar_loss,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,best_ratio_so_far,final_optimal_mass,num_init_points,graph_count,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_final_cvar_loss,sem_final_cvar_loss,mean_optimal_mass,method,parameter_name,fit_model,fit_formula,a0,a1,a2,a3,weighted_sse,peak_value,tail_value,experiment,shots,steps,number_of_initializations,alpha_grid,optimizer,paired_initial_parameters,paired_device_seeds,identical_optimizer_settings,initialization_base_seed,optimizer_tail_window,optimizer_learning_rate,optimizer_learning_rate_decay_power,optimizer_learning_rate_decay_offset,optimizer_momentum,optimizer_gradient_clip,optimizer_simulator,parameter_mapping,b0,b1,alpha_gamma_relation,peak_parameter,left_curvature,right_curvature,baseline_value
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.2|1,restart,ascending,0.2,0.8,1.0,0.2,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,1.0,20260727.0,750101.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.26066943034870876, 2.528686190857332, 2.8986560505572068, 1.8457867231499805]",0.0,0.76098,0.763852,0.7707599999999999,1.0,0.243,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.2|2,restart,ascending,0.2,0.8,1.0,0.2,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,2.0,20260728.0,750102.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.8987181303048426, 0.30906921506118673, 0.43068299378062275, 2.6790454326806876]",2.0090000000000003,0.54418,0.545468,0.5531200000000001,1.0,0.0262,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.2|3,restart,ascending,0.2,0.8,1.0,0.2,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,3.0,20260729.0,750103.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.4062124433469043, 6.13332956680327, 1.9752627094089392, 0.8022702248279148]",0.0339999999999997,0.76524,0.7712660000000001,0.7800400000000001,1.0,0.1932,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.2|4,restart,ascending,0.2,0.8,1.0,0.2,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,4.0,20260730.0,750104.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.950784871536447, 2.6194764998795668, 2.0876381689514867, 0.3096905963892943]",0.0,0.7707,0.7848379999999999,0.82046,1.0,0.2726,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.35|0,restart,ascending,0.35,0.65,1.0,0.35,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,0.0,20260726.0,750200.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.8932879941016814, 2.6678552558663884, 2.147836674925761, 3.481962759179286]",0.0,0.8071399999999999,0.807142,0.8215199999999999,1.0,0.384,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.35|1,restart,ascending,0.35,0.65,1.0,0.35,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,1.0,20260727.0,750201.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.31204043170276125, 2.5146573655735733, 2.8652236140474, 1.9297605356151482]",0.108,0.757,0.756176,0.7677400000000001,1.0,0.3122,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.35|2,restart,ascending,0.35,0.65,1.0,0.35,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,2.0,20260728.0,750202.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.8998869976188357, 0.28151121323713507, 0.4643304395106555, 2.677237910662221]",2.697142857142857,0.5457000000000001,0.54622,0.5531599999999999,1.0,0.0302,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.35|3,restart,ascending,0.35,0.65,1.0,0.35,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,3.0,20260729.0,750203.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.4442907703771718, 6.080640711901316, 1.9414575675186212, 0.7566999598028111]",0.3297142857142857,0.76612,0.76881,0.7802,1.0,0.2346,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.35|4,restart,ascending,0.35,0.65,1.0,0.35,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,4.0,20260730.0,750204.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.8702134942431154, 2.6594639092264325, 2.157283728899108, 0.3571536683927576]",0.0,0.80246,0.8035700000000002,0.8218,1.0,0.4036,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.5|0,restart,ascending,0.5,0.5,1.0,0.5,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,0.0,20260726.0,750300.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.850929889776784, 2.7098529610719413, 2.1291826526442956, 3.5233972639800624]",0.1772,0.8117800000000003,0.8115680000000001,0.8207000000000001,1.0,0.4184,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.5|1,restart,ascending,0.5,0.5,1.0,0.5,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,1.0,20260727.0,750301.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.31362786441210977, 2.5157252578835525, 2.876319065004066, 1.9347573355867498]",0.6231999999999995,0.7569800000000001,0.7581040000000001,0.7696400000000001,1.0,0.3052,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.5|2,restart,ascending,0.5,0.5,1.0,0.5,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,2.0,20260728.0,750302.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.898352758654851, 0.30278895973868053, 0.4935960187215497, 2.656512163415103]",3.2087999999999988,0.54452,0.5458740000000002,0.5528799999999999,1.0,0.03,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.5|3,restart,ascending,0.5,0.5,1.0,0.5,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,3.0,20260729.0,750303.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.45228827327826765, 6.066213076132983, 1.937956624298779, 0.7464383186803615]",0.7627999999999999,0.76712,0.7703520000000001,0.7790000000000001,1.0,0.2438,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.5|4,restart,ascending,0.5,0.5,1.0,0.5,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,4.0,20260730.0,750304.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.8576555330829114, 2.710266717805362, 2.1278765074912362, 0.3762360238961083]",0.1364000000000001,0.8170200000000001,0.8131919999999999,0.8212599999999999,1.0,0.4317999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.65|0,restart,ascending,0.65,0.35,1.0,0.65,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,0.0,20260726.0,750400.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.8602822795855984, 2.7192758418394947, 2.121250248954853, 3.5153307608074824]",0.6178461538461548,0.81692,0.815882,0.8234600000000001,1.0,0.4274,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.65|1,restart,ascending,0.65,0.35,1.0,0.65,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,1.0,20260727.0,750401.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.3218781092239282, 2.51923392266343, 2.89777925638146, 1.9207565742204438]",1.1692307692307693,0.7573799999999999,0.758888,0.7700199999999999,1.0,0.2978,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.65|2,restart,ascending,0.65,0.35,1.0,0.65,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,2.0,20260728.0,750402.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.9020508038159338, 0.3022326630926406, 0.5017127104109943, 2.653250129778308]",3.66215384615385,0.5422,0.5442020000000001,0.55332,1.0,0.0258,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.65|3,restart,ascending,0.65,0.35,1.0,0.65,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,3.0,20260729.0,750403.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.4443229950456576, 6.07174818432721, 1.9303502080971564, 0.7751224798527949]",1.2018461538461536,0.7736400000000001,0.772112,0.78064,1.0,0.2474,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.65|4,restart,ascending,0.65,0.35,1.0,0.65,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,4.0,20260730.0,750404.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.868812161566362, 2.721014912937171, 2.126553378662483, 0.3795006866436254]",0.6159999999999998,0.8165800000000001,0.8153159999999999,0.82378,1.0,0.4178,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.8|0,restart,ascending,0.8,0.1999999999999999,1.0,0.8,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,0.0,20260726.0,750500.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.871837223182694, 2.725318164291697, 2.122151908907996, 3.5124857168975114]",1.0640000000000007,0.82262,0.8174579999999999,0.8240399999999999,1.0,0.4185999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.8|1,restart,ascending,0.8,0.1999999999999999,1.0,0.8,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,1.0,20260727.0,750501.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.4453775380352179, 2.9305852257176705, 1.9133716520143011, 2.38047057205758]",1.6322500000000009,0.7746000000000001,0.776088,0.78196,1.0,0.2346,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.8|2,restart,ascending,0.8,0.1999999999999999,1.0,0.8,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,2.0,20260728.0,750502.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.892998327574399, 0.3095855991044426, 0.4850150807000946, 2.6476433855266297]",3.997999999999998,0.54684,0.547274,0.5537799999999999,1.0,0.034,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.8|3,restart,ascending,0.8,0.1999999999999999,1.0,0.8,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,3.0,20260729.0,750503.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.4483516378120828, 6.068291843924375, 1.9153176853359837, 0.805974171989097]",1.62925,0.77404,0.7757760000000001,0.7813000000000001,1.0,0.2435999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|0.8|4,restart,ascending,0.8,0.1999999999999999,1.0,0.8,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,4.0,20260730.0,750504.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.874271327850079, 2.727353389882434, 2.120430511898912, 0.3645508926969255]",1.0957500000000002,0.818,0.8172699999999999,0.8227599999999999,1.0,0.4182,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|1|0,restart,ascending,1.0,0.0,1.0,1.0,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,0.0,20260726.0,750600.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.8793589624081104, 2.728197058774789, 2.1186807195890505, 3.497426330121694]",1.825,0.8175000000000001,0.8177920000000001,0.82362,1.0,0.4108,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|1|1,restart,ascending,1.0,0.0,1.0,1.0,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,1.0,20260727.0,750601.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.28192206276420473, 2.536695141755873, 2.917733889129513, 1.8835662858263955]",2.321,0.7679,0.76754,0.77286,1.0,0.2784,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|1|2,restart,ascending,1.0,0.0,1.0,1.0,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,2.0,20260728.0,750602.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.8719128624049193, 0.3134251517275823, 0.45004400105888354, 2.68006464398799]",4.5159999999999965,0.5484,0.54744,0.5545,1.0,0.0286,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|1|3,restart,ascending,1.0,0.0,1.0,1.0,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,3.0,20260729.0,750603.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.4295590861998736, 6.091690942138866, 1.9094944464265393, 0.8166507571041894]",2.2,0.7799999999999999,0.776794,0.7821999999999999,1.0,0.2366,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|2|1|4,restart,ascending,1.0,0.0,1.0,1.0,linear_descending_alpha,erdos_renyi,8.0,2.0,2.0,4.0,20260730.0,750604.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.8845517341184954, 2.7266865373570557, 2.112838177237822, 0.35352941114856606]",1.8046,0.8195399999999999,0.8165140000000001,0.8239000000000001,1.0,0.4042,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|3|0.1|0,restart,ascending,0.1,0.9,1.0,0.1,linear_descending_alpha,erdos_renyi,8.0,2.0,3.0,0.0,20260726.0,760000.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.9585937803313263, 2.6762310135167118, 2.0470124801448315, 1.7961544128156817]",0.0,0.8250888888888889,0.8342577777777779,0.8510222222222222,1.0,0.1726,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|3|0.1|1,restart,ascending,0.1,0.9,1.0,0.1,linear_descending_alpha,erdos_renyi,8.0,2.0,3.0,1.0,20260727.0,760001.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.514836687263776, 2.9485921133113044, 1.8851129001445464, 2.4544152044721375]",0.0,0.8221777777777777,0.8164888888888889,0.8221777777777777,1.0,0.202,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|3|0.1|2,restart,ascending,0.1,0.9,1.0,0.1,linear_descending_alpha,erdos_renyi,8.0,2.0,3.0,2.0,20260728.0,760002.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.861467020950414, 0.14480368263597865, 1.0381564671401984, 2.8095332568676423]",1.458,0.5780222222222222,0.57592,0.5824888888888888,1.0,0.0072,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|3|0.1|3,restart,ascending,0.1,0.9,1.0,0.1,linear_descending_alpha,erdos_renyi,8.0,2.0,3.0,3.0,20260729.0,760003.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.5310613426616918, 6.030907884135776, 1.9194429488703664, 0.8077721285172083]",0.0,0.8045333333333333,0.8077644444444445,0.8288666666666666,1.0,0.2052,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|3|0.1|4,restart,ascending,0.1,0.9,1.0,0.1,linear_descending_alpha,erdos_renyi,8.0,2.0,3.0,4.0,20260730.0,760004.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.9514486967715525, 2.656119485637313, 2.037125118464862, 0.2321457684531477]",0.0,0.8288444444444444,0.8384622222222221,0.8504222222222224,1.0,0.1752,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
